SurveyKey,ClientKey,SurveyMode
30651381,4,Paper
30651862,3,Internet
30652002,6,Paper
30652038,6,Paper
30652111,6,Paper
30652273,6,Paper
30652332,9,Paper
30652533,1,Paper
30652534,1,Paper
30652545,2,Paper
30652546,2,Paper
30652590,8,Paper
30652591,8,Paper
30652597,2,Paper
30652598,2,Paper
30652600,2,Paper
30652746,7,Paper
30652754,5,Paper
30652814,2,Paper
30653052,2,Paper
30653497,5,Paper
30653572,2,Paper
30653695,2,Paper
30653697,2,Paper
30653698,2,Paper
30653739,7,Paper
30653771,8,Paper
30653772,8,Paper
30653773,8,Paper
30655812,8,Paper
30655813,8,Paper
30655948,8,Paper
30655965,4,Paper
30655966,4,Paper
30656023,5,Paper
30656029,1,Paper
30656031,1,Paper
30656113,7,Paper
30656123,7,Paper
30656181,3,Paper
30656182,3,Paper
30656183,7,Paper
30656188,5,Paper
30656189,5,Paper
30656192,7,Paper
30656193,7,Paper
30656232,3,Paper
30656233,3,Paper
30656315,6,Paper
30656324,3,Paper
30656334,3,Paper
30656336,5,Paper
30656349,10,Paper
30656922,9,Paper
30656973,3,Paper
30657005,6,Paper
30657038,6,Paper
30657087,4,Paper
30657123,6,Paper
30657291,10,Paper
30657389,1,Paper
30657417,2,Paper
30657418,2,Paper
30657494,4,Paper
30657496,1,Paper
30657497,1,Paper
30657520,1,Paper
30657530,9,Paper
30657548,8,Paper
30657552,9,Paper
30657553,9,Paper
30657647,10,Paper
30658873,1,Paper
30658874,1,Paper
30658875,1,Paper
30658876,1,Paper
30658945,3,Paper
30659042,1,Paper
30659043,3,Paper
30659069,8,Paper
30659070,8,Paper
30659071,8,Paper
30659074,8,Paper
30659084,7,Paper
30659085,7,Paper
30659086,7,Paper
30659347,3,Paper
30659375,7,Paper
30659397,6,Paper
30659420,1,Paper
30659425,7,Paper
30659435,3,Paper
30659451,5,Paper
30659482,7,Paper
30659528,5,Paper
30659537,3,Paper
30659538,3,Paper
30659545,7,Paper
30659549,2,Paper
30659550,2,Paper
30659551,2,Paper
30659554,7,Paper
30659960,3,Paper
30659961,3,Paper
30659967,5,Paper
30659970,7,Paper
30660143,9,Paper
30660144,9,Paper
30660160,9,Paper
30660161,9,Paper
30660162,9,Paper
30660163,9,Paper
30660164,9,Paper
30660190,9,Paper
30660362,7,Paper
30660363,7,Paper
30660382,7,Paper
30660384,7,Paper
30660449,8,Paper
30660603,1,Paper
30660605,3,Paper
30660606,3,Paper
30660607,3,Paper
30660611,8,Paper
30660615,8,Paper
30660616,8,Paper
30660617,8,Paper
30660618,8,Paper
30660619,8,Paper
30660620,3,Paper
30660634,7,Paper
30660635,7,Paper
30660822,3,Paper
30660837,5,Paper
30660864,7,Paper
30660868,5,Paper
30660869,5,Paper
30660879,3,Paper
30660887,5,Paper
30660888,5,Paper
30660889,5,Paper
30660896,7,Paper
30660897,7,Paper
30660899,6,Paper
30660945,7,Paper
30661019,4,Paper
30661023,3,Paper
30661027,7,Paper
30661035,5,Paper
30661040,7,Paper
30661206,5,Paper
30661378,5,Paper
30661379,5,Paper
30661381,5,Paper
30661421,10,Paper
30661425,6,Paper
30661427,6,Paper
30661433,2,Paper
30661434,2,Paper
30661461,6,Paper
30661482,10,Paper
30661483,10,Paper
30661495,7,Paper
30661498,3,Paper
30661500,3,Paper
30661502,6,Paper
30661510,3,Paper
30661519,6,Paper
30661523,5,Paper
30661533,6,Paper
30661542,6,Paper
30661565,1,Paper
30661566,1,Paper
30661567,1,Paper
30661609,5,Paper
30661617,3,Paper
30661619,3,Paper
30661620,3,Paper
30661679,5,Internet
30663464,3,Paper
30663466,5,Paper
30663520,2,Paper
30663589,7,Paper
30663602,9,Paper
30663619,6,Paper
30663651,5,Paper
30663874,8,Paper
30664185,3,Paper
30664221,10,Paper
30664305,1,Paper
30664307,1,Paper
30664308,1,Paper
30664309,1,Paper
30664486,1,Paper
30664487,1,Paper
30664488,1,Paper
30664507,7,Paper
30664510,5,Paper
30664516,8,Internet
30664570,7,Paper
30664572,7,Paper
30664577,6,Paper
30664611,3,Paper
30664630,6,Paper
30664638,6,Paper
30664682,6,Paper
30664689,3,Paper
30664705,6,Paper
30664713,6,Paper
30664732,7,Paper
30664743,6,Paper
30664744,6,Paper
30664837,6,Paper
30665008,5,Paper
30665019,3,Paper
30665020,3,Paper
30665022,7,Paper
30665027,5,Paper
30665040,5,Paper
30665048,6,Paper
30665123,1,Paper
30665125,1,Paper
30665126,1,Paper
30665127,1,Paper
30665128,1,Paper
30665129,1,Paper
30665130,1,Paper
30665131,1,Paper
30665180,2,Paper
30665181,2,Paper
30665204,5,Paper
30665208,3,Paper
30665209,3,Paper
30665212,7,Paper
30665213,7,Paper
30665214,3,Paper
30665220,3,Paper
30665222,5,Paper
30665223,5,Paper
30665224,5,Paper
30665229,7,Paper
30665236,2,Paper
30665254,4,Paper
30665280,10,Paper
30665720,2,Paper
30665964,9,Paper
30666519,2,Paper
30666827,5,Paper
30666835,7,Paper
30666836,7,Paper
30666838,3,Paper
30666845,5,Paper
30666846,5,Paper
30666847,5,Paper
30666867,7,Paper
30667017,2,Paper
30667036,10,Paper
30668089,3,Paper
30668096,3,Paper
30668572,7,Paper
30668575,7,Paper
30668608,7,Paper
30668616,6,Paper
30668707,10,Paper
30668717,9,Paper
30668723,4,Paper
30668724,4,Paper
30669050,10,Paper
30669149,9,Paper
30669150,9,Paper
30669151,9,Paper
30669152,4,Paper
30669153,4,Paper
30669154,4,Paper
30669157,4,Paper
30669178,9,Paper
30669419,6,Paper
30669420,3,Paper
30669435,7,Paper
30669444,6,Paper
30669564,6,Paper
30669567,7,Paper
30669605,4,Paper
30669734,4,Paper
30669804,10,Paper
30669818,8,Paper
30669832,8,Paper
30669858,5,Internet
30669961,1,Paper
30669962,1,Paper
30670007,9,Paper
30670027,9,Paper
30670192,10,Paper
30670220,10,Paper
30670280,8,Paper
30670298,8,Paper
30670299,8,Paper
30670691,1,Paper
30671272,5,Paper
30671319,10,Paper
30671370,8,Paper
30671519,4,Paper
30671905,4,Paper
30671931,10,Paper
30672013,3,Paper
30672019,8,Paper
30672022,8,Paper
30672023,8,Paper
30672025,8,Paper
30672039,7,Paper
30672128,6,Paper
30672163,10,Paper
30672201,6,Paper
30672202,6,Paper
30672212,7,Paper
30672258,6,Paper
30672259,6,Paper
30672410,4,Paper
30672663,6,Paper
30672665,10,Paper
30672668,6,Paper
30672735,9,Paper
30672764,8,Paper
30672788,6,Paper
30672894,3,Paper
30672958,9,Paper
30672959,9,Paper
30672990,9,Paper
30673153,7,Paper
30674493,1,Paper
30674495,3,Paper
30674496,3,Paper
30674499,7,Paper
30674563,2,Paper
30674564,5,Paper
30674572,2,Paper
30674588,2,Paper
30674607,2,Paper
30674608,2,Paper
30674930,2,Paper
30675018,10,Paper
30675019,1,Paper
30675020,1,Paper
30675039,9,Paper
30675052,8,Paper
30675255,9,Paper
30675286,8,Paper
30675495,7,Paper
30675528,8,Paper
30676219,10,Paper
30676332,8,Paper
30676333,8,Paper
30676357,8,Paper
30676378,5,Paper
30676379,5,Paper
30676402,10,Paper
30676403,10,Paper
30676429,3,Paper
30676470,7,Paper
30676472,6,Paper
30676475,5,Paper
30676517,4,Paper
30676729,1,Paper
30676769,9,Paper
30676793,10,Paper
30676817,4,Paper
30676818,4,Paper
30676827,9,Paper
30676875,3,Paper
30676877,7,Paper
30676878,7,Paper
30676903,2,Paper
30676921,7,Paper
30676922,7,Paper
30676991,8,Paper
30677043,1,Paper
30677059,3,Paper
30677336,3,Paper
30677342,9,Paper
30677355,7,Paper
30677359,6,Paper
30677424,5,Paper
30677678,6,Paper
30677715,6,Paper
30677887,7,Paper
30677901,7,Paper
30677902,7,Paper
30677907,7,Paper
30677923,5,Paper
30677929,5,Paper
30678021,9,Paper
30678040,9,Paper
30678058,10,Paper
30678059,10,Paper
30678091,4,Paper
30678109,8,Paper
30678110,8,Paper
30678126,6,Paper
30678169,10,Paper
30678296,9,Paper
30678309,9,Paper
30678396,5,Paper
30678435,6,Paper
30678437,6,Paper
30678469,6,Paper
30678545,1,Paper
30678552,10,Paper
30678564,4,Paper
30678565,4,Paper
30678566,4,Paper
30678567,4,Paper
30678568,4,Paper
30678670,8,Paper
30678812,7,Paper
30678825,6,Paper
30678826,6,Paper
30678831,10,Paper
30678866,8,Paper
30678892,6,Paper
30679043,3,Paper
30679048,7,Paper
30679054,7,Paper
30679063,5,Paper
30679067,7,Paper
30679068,7,Paper
30679069,7,Paper
30679276,6,Paper
30679288,6,Paper
30679439,6,Paper
30679624,5,Paper
30679654,2,Paper
30679688,1,Paper
30679693,3,Paper
30679698,7,Paper
30679699,7,Paper
30679704,3,Paper
30679709,2,Paper
30679710,2,Paper
30679715,5,Paper
30679716,5,Paper
30679720,7,Paper
30679721,7,Paper
30679723,6,Paper
30679749,10,Paper
30679766,4,Paper
30679767,4,Paper
30679768,4,Paper
30679901,7,Paper
30679907,2,Paper
30679908,2,Paper
30679919,5,Paper
30679920,2,Paper
30679970,6,Paper
30679973,4,Paper
30680019,5,Paper
30680054,5,Paper
30680055,5,Paper
30680077,4,Paper
30680113,6,Paper
30680116,6,Paper
30680408,5,Paper
30680700,3,Paper
30680702,2,Paper
30680703,2,Paper
30680704,2,Paper
30680705,2,Paper
30680706,2,Paper
30680708,2,Paper
30680710,2,Paper
30680711,2,Paper
30680715,5,Paper
30680717,5,Paper
30680720,5,Paper
30680721,7,Paper
30680722,7,Paper
30680916,2,Paper
30680956,2,Paper
30680957,2,Paper
30680958,2,Paper
30680959,2,Paper
30680960,2,Paper
30680962,2,Paper
30680964,2,Paper
30681023,3,Paper
30681029,7,Paper
30681038,2,Paper
30681156,5,Paper
30681159,3,Paper
30681160,7,Paper
30681163,7,Paper
30681164,7,Paper
30681168,2,Paper
30681171,2,Paper
30681175,5,Paper
30681197,10,Paper
30681211,9,Paper
30681228,9,Paper
30681513,5,Paper
30681516,5,Paper
30681607,6,Paper
30681628,7,Paper
30681637,5,Paper
30681638,5,Paper
30681648,5,Paper
30681649,7,Paper
30681662,5,Paper
30681689,5,Paper
30681715,9,Paper
30681731,9,Paper
30681811,4,Paper
30681812,4,Paper
30681813,4,Paper
30681966,10,Paper
30682127,9,Paper
30682254,3,Paper
30682257,5,Paper
30682258,5,Paper
30682298,10,Paper
30682316,4,Paper
30682317,4,Paper
30682318,4,Paper
30682399,8,Paper
30682512,9,Paper
30682619,4,Paper
30682620,4,Paper
30682765,1,Paper
30682875,10,Paper
30682961,3,Paper
30683026,9,Paper
30683157,1,Paper
30683182,7,Paper
30683183,7,Paper
30683261,9,Paper
30856250,9,Paper
30856342,10,Paper
30856420,10,Paper
30856564,10,Paper
30856601,9,Paper
30856668,2,Paper
30856794,3,Paper
30856796,5,Paper
30856820,2,Paper
30856832,5,Paper
30856846,6,Paper
30856847,1,Paper
30856939,8,Paper
30856944,2,Paper
30856973,1,Paper
30856974,1,Paper
30856975,1,Paper
30857017,1,Paper
30857018,1,Paper
30857020,1,Paper
30857021,1,Paper
30857022,1,Paper
30857023,1,Paper
30857033,8,Paper
30857053,1,Paper
30857066,7,Paper
30857089,6,Paper
30857108,1,Paper
30857109,1,Paper
30857110,1,Paper
30857111,1,Paper
30857113,3,Paper
30857120,2,Paper
30857131,7,Paper
30857135,7,Paper
30857150,1,Paper
30857151,1,Paper
30857152,1,Paper
30857155,1,Paper
30857156,1,Paper
30857169,7,Paper
30857197,5,Paper
30857279,1,Paper
30859555,3,Paper
30859589,2,Paper
30859599,8,Paper
30859756,2,Paper
30859759,5,Paper
30859797,3,Paper
30859817,6,Paper
30859841,6,Paper
30859842,6,Paper
30859848,6,Paper
30859903,9,Paper
30859911,7,Paper
30859921,2,Paper
30859965,8,Paper
30859967,2,Paper
30860024,1,Paper
30860064,7,Paper
30860065,7,Paper
30860087,5,Paper
30860088,6,Paper
30860101,6,Paper
30860134,10,Paper
30860159,9,Paper
30860224,1,Paper
30860225,1,Paper
30860226,3,Paper
30860239,5,Paper
30860311,1,Paper
30860312,1,Paper
30860313,1,Paper
30860315,1,Paper
30860316,1,Paper
30860381,2,Paper
30860382,2,Paper
30860468,8,Paper
30860470,2,Paper
30860526,1,Paper
30860540,2,Paper
30860596,10,Paper
30860614,8,Paper
30860651,8,Paper
30860652,8,Paper
30860826,4,Paper
30860827,4,Paper
30860842,4,Paper
30860869,3,Paper
30860913,8,Paper
30860919,7,Paper
30860920,8,Paper
30860921,8,Paper
30861027,4,Paper
30861028,4,Paper
30861029,4,Paper
30861159,7,Paper
30861275,2,Paper
30861332,5,Paper
30861473,9,Paper
30861709,7,Paper
30861769,8,Paper
30861812,8,Paper
30861813,8,Paper
30861817,8,Paper
30861818,8,Paper
30861819,8,Paper
30861821,8,Paper
30861823,8,Paper
30861854,7,Paper
30861858,3,Paper
30861860,7,Paper
30861873,5,Paper
30861956,5,Paper
30862072,8,Paper
30862420,1,Paper
30862421,1,Paper
30862422,1,Paper
30862432,5,Paper
30862487,1,Paper
30862498,8,Paper
30862595,2,Paper
30862596,2,Paper
30862597,2,Paper
30862644,1,Paper
30862656,2,Paper
30863080,5,Paper
30863090,7,Paper
30863092,3,Paper
30863098,5,Paper
30863103,5,Paper
30863140,1,Paper
30863596,8,Paper
30863641,1,Paper
30863846,5,Paper
30863883,3,Paper
30863892,5,Paper
30864014,2,Paper
30864016,5,Paper
30864393,8,Paper
30864394,8,Paper
30864395,8,Paper
30864396,8,Paper
30864397,8,Paper
30864448,5,Paper
30864493,1,Paper
30864503,5,Paper
30864621,7,Paper
30864635,3,Paper
30864645,7,Paper
30864654,5,Paper
30864770,5,Paper
30864772,5,Paper
30864776,7,Paper
30864778,7,Paper
30864779,7,Paper
30865303,10,Paper
30865400,9,Paper
30865472,3,Paper
30865551,10,Paper
30865793,6,Paper
30865848,7,Paper
30866055,1,Paper
30866167,2,Paper
30866168,2,Paper
30866169,2,Paper
30866170,2,Paper
30866171,2,Paper
30866174,7,Paper
30866263,3,Paper
30866278,2,Paper
30866285,7,Paper
30866343,8,Paper
30866375,1,Paper
30866376,1,Paper
30866377,1,Paper
30866378,1,Paper
30866379,1,Paper
30866380,1,Paper
30866458,3,Paper
30866462,7,Paper
30866477,7,Paper
30866480,8,Paper
30866482,3,Paper
30866488,3,Paper
30866494,7,Paper
30866495,7,Paper
30866546,5,Paper
30866549,1,Paper
30866550,3,Paper
30866554,7,Paper
30866555,7,Paper
30866556,7,Paper
30866559,3,Paper
30866563,3,Paper
30866568,5,Paper
30866573,7,Paper
30866757,1,Paper
30866795,10,Paper
30866796,10,Paper
30866856,6,Paper
30866862,6,Paper
30866895,6,Paper
30866898,6,Paper
30867091,9,Paper
30867147,6,Paper
30867148,6,Paper
30867151,6,Paper
30867209,8,Internet
30868617,3,Internet
30868875,7,Paper
30868921,7,Paper
30868923,6,Paper
30868924,6,Paper
30868934,5,Paper
30868983,6,Paper
30869477,7,Paper
30869504,2,Paper
30869576,2,Paper
30869621,5,Paper
30869922,1,Paper
30869942,8,Paper
30869949,2,Paper
30869950,2,Paper
30869951,2,Paper
30869976,6,Paper
30869987,6,Paper
30870394,9,Paper
30870399,3,Paper
30870411,8,Paper
30870419,7,Paper
30870676,6,Paper
30870732,5,Paper
30870733,6,Paper
30870790,7,Paper
30870849,7,Paper
30870985,10,Paper
30871192,3,Paper
30871193,3,Paper
30871197,3,Paper
30871201,7,Paper
30871202,7,Paper
30871208,7,Paper
30871209,3,Paper
30871210,3,Paper
30871233,5,Paper
30871235,7,Paper
30871236,7,Paper
30871237,7,Paper
30871238,7,Paper
30871248,5,Paper
30871254,7,Paper
30871302,3,Paper
30871344,5,Paper
30871350,3,Paper
30871352,3,Paper
30871374,5,Paper
30871380,5,Paper
30871381,7,Paper
30871385,5,Paper
30871479,4,Paper
30871622,1,Paper
30872088,10,Paper
30872301,6,Paper
30872707,5,Paper
30872710,3,Paper
30872711,3,Paper
30872712,3,Paper
30872713,7,Paper
30872715,7,Paper
30872717,3,Paper
30872719,3,Paper
30872742,7,Paper
30872743,7,Paper
30872745,7,Paper
30872749,5,Paper
30872817,9,Paper
30872818,9,Paper
30872830,9,Paper
30872831,9,Paper
30872833,9,Paper
30873552,8,Paper
30873570,8,Paper
30873571,8,Paper
30873572,8,Paper
30873573,8,Paper
30873574,8,Paper
30873623,2,Paper
30873632,2,Paper
30874243,2,Paper
30874301,1,Paper
30874302,1,Paper
30874303,1,Paper
30874304,1,Paper
30874464,2,Paper
30874465,2,Paper
30874511,10,Paper
30874520,4,Paper
30874589,6,Paper
30874733,5,Paper
30874734,5,Paper
30874739,3,Paper
30874741,3,Paper
30874743,3,Paper
30874744,3,Paper
30874745,3,Paper
30874803,10,Paper
30874827,8,Paper
30874898,1,Paper
30874920,9,Paper
30875079,2,Paper
30875080,2,Paper
30875084,2,Paper
30875085,2,Paper
30875086,2,Paper
30875089,2,Paper
30875109,5,Paper
30875139,7,Paper
30875292,2,Paper
30875335,10,Paper
30875485,2,Paper
30875519,10,Paper
30875524,3,Paper
30875532,10,Paper
30875589,9,Paper
30875723,6,Paper
30875725,10,Paper
30875789,5,Paper
30876033,2,Paper
30876035,2,Paper
30876036,2,Paper
30876041,2,Paper
30876088,4,Paper
30876089,4,Paper
30876091,4,Paper
30876093,4,Paper
30876308,4,Paper
30876309,4,Paper
30876311,4,Paper
30876313,4,Paper
30876314,4,Paper
30876396,9,Paper
30876661,8,Paper
30876662,8,Paper
30876779,8,Paper
30876817,6,Paper
30876819,9,Paper
30876834,6,Paper
30876857,9,Paper
30876861,6,Paper
30876865,6,Paper
30877016,6,Paper
30877173,8,Paper
30877269,3,Paper
30877288,9,Paper
30877289,9,Paper
30877305,9,Paper
30877339,10,Paper
30877346,10,Paper
30878125,4,Paper
30878240,1,Paper
30878291,1,Paper
30878293,8,Paper
30878294,8,Paper
30878574,6,Paper
30878671,5,Paper
30879667,5,Internet
30879888,1,Paper
30879908,9,Paper
30879909,9,Paper
30879951,9,Paper
30880041,4,Paper
30880042,4,Paper
30880080,6,Paper
30880086,6,Paper
30880087,6,Paper
30880088,6,Paper
30880125,4,Paper
30880126,4,Paper
30880127,4,Paper
30880128,4,Paper
30880129,4,Paper
30880130,4,Paper
30880131,4,Paper
30880132,4,Paper
30880133,4,Paper
30880338,6,Paper
30880339,7,Paper
30880377,6,Paper
30880386,6,Paper
30880726,6,Paper
30880800,6,Paper
30880875,1,Paper
30880890,9,Paper
30880891,9,Paper
30880900,9,Paper
30881122,9,Paper
30881245,9,Paper
30881269,10,Paper
30881299,4,Paper
30881363,9,Paper
30881374,9,Paper
30881628,7,Paper
30881629,8,Paper
30881659,9,Paper
30881672,6,Paper
30881701,9,Paper
30881710,9,Paper
30881846,1,Paper
30881858,9,Paper
30881876,9,Paper
30881877,9,Paper
30881909,1,Paper
30881921,3,Paper
30881946,4,Paper
30881975,6,Paper
30882023,8,Paper
30882024,8,Paper
30882025,8,Paper
30882139,6,Paper
30882156,4,Paper
30882250,5,Paper
30882326,7,Paper
30882636,8,Paper
30882788,3,Paper
30882794,2,Paper
30883249,1,Paper
30883250,1,Paper
30883251,1,Paper
30883253,3,Paper
30883361,3,Paper
30883372,3,Paper
30883415,6,Paper
30883489,2,Paper
30883491,2,Paper
30883493,2,Paper
30883494,2,Paper
30883495,2,Paper
30883657,3,Paper
30883658,3,Paper
30883819,10,Paper
30884216,7,Paper
30884219,5,Paper
30884259,3,Paper
30884283,7,Paper
30884308,6,Paper
30884310,7,Paper
30884311,3,Paper
30884312,2,Paper
30884398,9,Paper
30884508,7,Paper
30884513,3,Paper
30884517,5,Paper
30884625,5,Internet
30884677,2,Paper
30884790,1,Paper
30884791,1,Paper
30884802,6,Paper
30884807,9,Paper
30884818,9,Paper
30884819,9,Paper
30884968,6,Paper
30885005,8,Paper
30885007,8,Paper
30885008,8,Paper
30885103,2,Paper
30885192,9,Paper
30885265,7,Paper
30885266,7,Paper
30885269,5,Paper
30885270,5,Paper
30885281,7,Paper
30885350,9,Paper
30885372,9,Paper
30885653,9,Paper
30885667,9,Paper
30885702,9,Paper
30886653,10,Paper
30886829,9,Paper
30886927,7,Paper
30887163,10,Paper
30887176,10,Paper
30887764,4,Paper
30887765,4,Paper
30887865,3,Paper
30887886,7,Paper
30887914,6,Paper
30887934,6,Paper
30888338,3,Paper
30888404,2,Paper
30888405,2,Paper
30888406,2,Paper
30888445,2,Paper
30888594,3,Paper
30888595,3,Paper
30888606,3,Paper
30888607,2,Paper
30888611,5,Paper
30888643,3,Paper
30888651,3,Paper
30888944,10,Paper
30888946,1,Paper
30889151,6,Paper
30889417,10,Paper
30889590,8,Paper
30889596,8,Paper
30889597,8,Paper
30889601,8,Paper
30889633,8,Paper
30889822,8,Paper
30889856,10,Paper
30889865,10,Paper
30889879,8,Paper
30889880,8,Paper
30889924,8,Paper
30889927,2,Paper
30889944,8,Paper
30889945,8,Paper
30889946,8,Paper
30889966,10,Paper
30889967,10,Paper
30889980,10,Paper
30890050,8,Paper
30890052,4,Paper
30890119,4,Paper
30890120,4,Paper
30890198,8,Paper
30890199,8,Paper
30890447,8,Paper
30890490,8,Paper
30890828,1,Paper
30890869,9,Paper
30890970,3,Paper
30890979,3,Paper
30891022,8,Paper
30891046,9,Paper
30891113,3,Paper
30891118,2,Paper
30891328,7,Paper
30891347,7,Paper
30891373,1,Paper
30891374,1,Paper
30891375,1,Paper
30891376,1,Paper
30891378,3,Paper
30891393,5,Paper
30891394,5,Paper
30891524,3,Paper
30891616,9,Paper
30891649,5,Internet
30893781,9,Paper
30893784,3,Paper
30893792,8,Paper
30893849,3,Paper
30893851,7,Paper
30893918,7,Paper
30893919,7,Paper
30893939,1,Paper
30894123,7,Paper
30894132,6,Paper
30894659,4,Paper
30894660,4,Paper
30894661,4,Paper
30894663,4,Paper
30894730,8,Paper
30895087,8,Paper
30895369,1,Paper
30895620,10,Paper
30895752,9,Paper
30895897,1,Paper
30895941,8,Paper
30895948,8,Paper
30896051,5,Paper
30896070,6,Paper
30896074,7,Paper
30896088,7,Paper
30896099,2,Paper
30896273,3,Paper
30896274,3,Paper
30896291,2,Paper
30896292,2,Paper
30896663,1,Paper
30896666,3,Paper
30896746,10,Paper
30896801,10,Paper
30896806,10,Paper
30896825,4,Paper
30896826,4,Paper
30896902,6,Paper
30896950,1,Paper
30896971,9,Paper
30896975,4,Paper
30897058,5,Paper
30897098,7,Paper
30897318,6,Paper
30897319,1,Paper
30897320,1,Paper
30897321,1,Paper
30897322,1,Paper
30897368,10,Paper
30897534,9,Paper
30897543,9,Paper
30897622,4,Paper
30897682,3,Paper
30897692,8,Paper
30897780,4,Paper
30897781,4,Paper
30897790,6,Paper
30897883,6,Paper
30897945,10,Paper
30898007,7,Paper
30898034,3,Paper
30898101,3,Paper
30898102,3,Paper
30898103,3,Paper
30898105,3,Paper
30898106,3,Paper
30898109,7,Paper
30898233,6,Paper
30898234,7,Paper
30898239,4,Paper
30898285,6,Paper
30898287,6,Paper
30898452,3,Paper
30898453,3,Paper
30898455,7,Paper
30898458,7,Paper
30898459,7,Paper
30898464,3,Paper
30898470,3,Paper
30898476,5,Paper
30898538,10,Paper
30898549,3,Paper
30898810,9,Paper
30898891,8,Paper
30898896,8,Paper
30898897,8,Paper
30898924,4,Paper
30899108,10,Paper
30899110,10,Paper
30899111,10,Paper
30899141,4,Paper
30899142,4,Paper
30899143,4,Paper
30899144,4,Paper
30899145,4,Paper
30899158,4,Paper
30899511,1,Paper
30899541,6,Paper
30899563,2,Paper
30899621,10,Paper
30899622,10,Paper
30899691,10,Paper
30899725,6,Paper
30899737,4,Paper
30899741,8,Paper
30899746,5,Paper
30899747,7,Paper
30899752,5,Paper
30899842,5,Internet
30899969,4,Paper
30900037,6,Paper
30900107,6,Paper
30900160,3,Paper
30900161,3,Paper
30900295,10,Paper
30900410,10,Paper
30900412,10,Paper
30900752,10,Paper
30900776,4,Paper
30900920,3,Paper
30900921,3,Paper
30901177,10,Paper
30901211,6,Paper
30901243,10,Paper
30901247,10,Paper
30901351,6,Paper
30901405,10,Paper
30901536,4,Paper
30901556,8,Paper
30901631,6,Paper
30901634,6,Paper
30901849,9,Paper
30902250,5,Paper
30902764,10,Paper
30902841,6,Paper
30902875,6,Paper
30903030,6,Paper
30903031,6,Paper
30903103,10,Paper
30903546,8,Paper
30903649,10,Paper
30903713,6,Paper
30904210,7,Paper
30904235,10,Paper
30904293,1,Paper
30904294,1,Paper
30904405,5,Paper
30904407,1,Paper
30904416,3,Paper
30904426,7,Paper
30904621,4,Paper
30904888,3,Paper
30904952,2,Paper
30905159,3,Paper
30905163,7,Paper
30905164,7,Paper
30905168,2,Paper
30905185,6,Paper
30905356,10,Paper
30905410,5,Paper
30905532,6,Paper
30905544,3,Paper
30905569,6,Paper
30905785,6,Paper
30905786,6,Paper
30905793,6,Paper
30905825,6,Paper
30905826,6,Paper
30905840,10,Paper
30907670,7,Paper
30908089,6,Paper
30908223,2,Paper
30908224,2,Paper
30908225,2,Paper
30908226,2,Paper
30908227,2,Paper
30908301,2,Paper
30908305,2,Paper
30908340,2,Paper
30908342,9,Paper
30908450,1,Paper
30908458,8,Paper
30908463,2,Paper
30908492,4,Paper
30908501,4,Paper
30908547,4,Paper
30908710,10,Paper
30908921,3,Paper
30908997,9,Paper
30908998,9,Paper
30909048,10,Paper
30909050,10,Paper
30909052,10,Paper
30909134,1,Paper
30909142,7,Paper
30909143,7,Paper
30909189,2,Paper
30909190,2,Paper
30909191,2,Paper
30909192,2,Paper
30909193,2,Paper
30909194,2,Paper
30909195,2,Paper
30909332,4,Paper
30909333,4,Paper
30909334,4,Paper
30909335,4,Paper
30909336,4,Paper
30909384,3,Paper
30909386,7,Paper
30909387,7,Paper
30909388,7,Paper
30909394,5,Paper
30909395,5,Paper
30909398,7,Paper
30909436,1,Paper
30909506,10,Paper
30909535,4,Paper
30909725,3,Paper
30909738,3,Paper
30909739,6,Paper
30909742,6,Paper
30909749,7,Paper
30909777,7,Paper
30909782,6,Paper
30909811,8,Paper
30909828,8,Paper
30909921,10,Paper
30910155,7,Paper
30910172,6,Paper
30910174,4,Paper
30910175,4,Paper
30910177,4,Paper
30910178,4,Paper
30910220,6,Paper
30910221,6,Paper
30910312,10,Paper
30910389,10,Paper
30910456,4,Paper
30910457,4,Paper
30910458,4,Paper
30910460,4,Paper
30910461,4,Paper
30910664,8,Paper
30910936,10,Paper
30911146,6,Paper
30911185,4,Paper
30911186,4,Paper
30911218,6,Paper
30911293,1,Paper
30911294,1,Paper
30911313,2,Paper
30911314,2,Paper
30911316,2,Paper
30911318,2,Paper
30911388,8,Paper
30911423,4,Paper
30911531,2,Paper
30911571,6,Paper
30911651,9,Paper
30911716,9,Paper
30911717,9,Paper
30911718,9,Paper
30911788,5,Paper
30911794,3,Paper
30911797,7,Paper
30911800,7,Paper
30911814,5,Paper
30911822,5,Paper
30911929,3,Paper
30911947,2,Paper
30912155,6,Paper
30912345,4,Paper
30912346,4,Paper
30912349,4,Paper
30912468,10,Paper
30912526,4,Paper
30912537,4,Paper
30912601,4,Paper
30912629,9,Paper
30912630,9,Paper
30912822,10,Paper
30912960,3,Internet
30912976,1,Paper
30912985,6,Paper
30912989,9,Paper
30912990,9,Paper
30913034,10,Paper
30916495,3,Internet
30917036,7,Paper
30917038,3,Paper
30917039,3,Paper
30917046,9,Paper
30917055,1,Paper
30917056,3,Paper
30917115,4,Paper
30917261,1,Paper
30917317,4,Paper
30917319,4,Paper
30917326,9,Paper
30917374,10,Paper
30917442,1,Paper
30917453,9,Paper
30917454,9,Paper
30917478,9,Paper
30917529,10,Paper
30917548,6,Paper
30917556,8,Paper
30917640,7,Paper
30917737,10,Paper
30917738,10,Paper
30917746,10,Paper
30917794,6,Paper
30917852,5,Paper
